ENSP00000371847.2,ENST00000382410.3,ENSG00000178591.7,DEFB125
ENSP00000360136.3,ENST00000371095.7,ENSG00000087460.29,GNAS
ENSP00000265620.7,ENST00000265620.11,ENSG00000087460.29,GNAS
ENSP00000346328.7,ENST00000354359.12,ENSG00000087460.29,GNAS
ENSP00000360126.3,ENST00000371085.8,ENSG00000087460.29,GNAS
ENSP00000499551.2,ENST00000468895.6,ENSG00000087460.29,GNAS
ENSP00000360122.1,ENST00000371081.5,ENSG00000087460.29,GNAS
ENSP00000345971.7,ENST00000338783.7,ENSG00000087460.29,GNAS
ENSP00000499435.2,ENST00000488652.6,ENSG00000087460.29,GNAS
ENSP00000499409.2,ENST00000476935.6,ENSG00000087460.29,GNAS
ENSP00000499443.2,ENST00000492907.6,ENSG00000087460.29,GNAS
ENSP00000474802.2,ENST00000603546.2,ENSG00000087460.29,GNAS
ENSP00000499352.1,ENST00000494081.5,ENSG00000087460.29,GNAS
ENSP00000499614.1,ENST00000656419.1,ENSG00000087460.29,GNAS
ENSP00000473290.1,ENST00000602795.6,ENSG00000101158.16,NELFCD
ENSP00000499018.1,ENST00000652272.2,ENSG00000101158.16,NELFCD
ENSP00000436783.2,ENST00000460601.5,ENSG00000101158.16,NELFCD
ENSP00000505520.1,ENST00000681011.1,ENSG00000101160.16,CTSZ
ENSP00000505285.1,ENST00000680879.1,ENSG00000101160.16,CTSZ
ENSP00000505409.1,ENST00000680753.1,ENSG00000101160.16,CTSZ
ENSP00000505215.1,ENST00000681175.1,ENSG00000101160.16,CTSZ
ENSP00000506136.1,ENST00000681877.1,ENSG00000101160.16,CTSZ
ENSP00000506111.1,ENST00000680263.1,ENSG00000101160.16,CTSZ
ENSP00000506588.1,ENST00000681416.1,ENSG00000101160.16,CTSZ
ENSP00000506266.1,ENST00000681427.1,ENSG00000101160.16,CTSZ
ENSP00000505693.1,ENST00000680456.1,ENSG00000101160.16,CTSZ
ENSP00000505861.1,ENST00000680206.1,ENSG00000101160.16,CTSZ
ENSP00000217131.5,ENST00000217131.6,ENSG00000101160.16,CTSZ
ENSP00000506675.1,ENST00000680283.1,ENSG00000101160.16,CTSZ
ENSP00000506298.1,ENST00000681664.1,ENSG00000101160.16,CTSZ
ENSP00000506672.1,ENST00000680738.1,ENSG00000101160.16,CTSZ
ENSP00000505432.1,ENST00000680300.1,ENSG00000101160.16,CTSZ
ENSP00000505923.1,ENST00000680565.1,ENSG00000101160.16,CTSZ
ENSP00000505169.1,ENST00000680995.1,ENSG00000101160.16,CTSZ
ENSP00000505504.1,ENST00000681360.1,ENSG00000101160.16,CTSZ
ENSP00000505895.1,ENST00000679948.1,ENSG00000101160.16,CTSZ
ENSP00000506414.1,ENST00000503833.7,ENSG00000101160.16,CTSZ
ENSP00000505647.1,ENST00000681797.1,ENSG00000101160.16,CTSZ
ENSP00000506691.1,ENST00000680880.1,ENSG00000101160.16,CTSZ
ENSP00000506279.1,ENST00000680386.1,ENSG00000101160.16,CTSZ
ENSP00000217133.1,ENST00000217133.2,ENSG00000101162.4,TUBB1
ENSP00000243997.3,ENST00000243997.8,ENSG00000124172.11,ATP5F1E
ENSP00000379023.1,ENST00000395663.1,ENSG00000124172.11,ATP5F1E
ENSP00000379019.1,ENST00000395659.1,ENSG00000124172.11,ATP5F1E
ENSP00000348206.4,ENST00000355937.9,ENSG00000101166.17,PRELID3B
ENSP00000360072.5,ENST00000371033.9,ENSG00000101166.17,PRELID3B
ENSP00000431440.1,ENST00000463057.1,ENSG00000101166.17,PRELID3B
ENSP00000490240.1,ENST00000637017.1,ENSG00000124203.7,ZNF831
ENSP00000360069.2,ENST00000371030.4,ENSG00000124203.7,ZNF831
ENSP00000311854.7,ENST00000311585.11,ENSG00000124205.19,EDN3
ENSP00000360067.2,ENST00000371028.6,ENSG00000124205.19,EDN3
ENSP00000493472.1,ENST00000644821.1,ENSG00000124205.19,EDN3
ENSP00000337128.2,ENST00000337938.7,ENSG00000124205.19,EDN3
ENSP00000360064.3,ENST00000371025.7,ENSG00000124205.19,EDN3
ENSP00000379015.3,ENST00000395654.3,ENSG00000124205.19,EDN3
ENSP00000500655.1,ENST00000672969.1,ENSG00000124205.19,EDN3
ENSP00000353002.3,ENST00000359926.7,ENSG00000087495.18,PHACTR3
ENSP00000390915.1,ENST00000434923.1,ENSG00000087495.18,PHACTR3
ENSP00000360054.1,ENST00000371015.6,ENSG00000087495.18,PHACTR3
ENSP00000442483.1,ENST00000541461.5,ENSG00000087495.18,PHACTR3
ENSP00000347866.4,ENST00000355648.8,ENSG00000087495.18,PHACTR3
ENSP00000378998.2,ENST00000395636.6,ENSG00000087495.18,PHACTR3
ENSP00000354555.4,ENST00000361300.4,ENSG00000087495.18,PHACTR3
ENSP00000500456.1,ENST00000492611.5,ENSG00000087495.18,PHACTR3
ENSP00000360040.2,ENST00000371001.6,ENSG00000196074.13,SYCP2
ENSP00000350162.2,ENST00000357552.8,ENSG00000196074.13,SYCP2
ENSP00000404358.1,ENST00000412613.1,ENSG00000196074.13,SYCP2
ENSP00000402456.1,ENST00000446834.5,ENSG00000196074.13,SYCP2
ENSP00000399300.1,ENST00000425931.1,ENSG00000196074.13,SYCP2
ENSP00000351040.3,ENST00000358293.7,ENSG00000196227.12,FAM217B
ENSP00000354056.3,ENST00000360816.8,ENSG00000196227.12,FAM217B
ENSP00000414543.1,ENST00000421092.1,ENSG00000196227.12,FAM217B
ENSP00000360035.3,ENST00000370996.5,ENSG00000132825.7,PPP1R3D
ENSP00000339390.4,ENST00000348616.9,ENSG00000124215.18,CDH26
ENSP00000360030.3,ENST00000370991.7,ENSG00000124215.18,CDH26
ENSP00000244049.3,ENST00000244049.7,ENSG00000124215.18,CDH26
ENSP00000310845.7,ENST00000350849.10,ENSG00000124215.18,CDH26
ENSP00000407939.1,ENST00000456106.1,ENSG00000124215.18,CDH26
ENSP00000484928.1,ENST00000614565.5,ENSG00000179242.16,CDH4
ENSP00000480844.1,ENST00000611855.4,ENSG00000179242.16,CDH4
ENSP00000443301.1,ENST00000543233.2,ENSG00000179242.16,CDH4
ENSP00000476270.1,ENST00000474089.5,ENSG00000130699.20,TAF4
ENSP00000510589.1,ENST00000692470.1,ENSG00000130699.20,TAF4
ENSP00000252996.3,ENST00000252996.9,ENSG00000130699.20,TAF4
ENSP00000476294.1,ENST00000488539.1,ENSG00000130699.20,TAF4
ENSP00000510464.1,ENST00000609045.1,ENSG00000130699.20,TAF4
ENSP00000359953.1,ENST00000370915.5,ENSG00000149657.21,LSM14B
ENSP00000279068.5,ENST00000279068.11,ENSG00000149657.21,LSM14B
ENSP00000383172.2,ENST00000400318.6,ENSG00000149657.21,LSM14B
ENSP00000279069.7,ENST00000279069.11,ENSG00000149657.21,LSM14B
ENSP00000355209.3,ENST00000361670.3,ENSG00000149657.21,LSM14B
ENSP00000359910.4,ENST00000370873.9,ENSG00000101182.16,PSMA7
ENSP00000397047.1,ENST00000442551.5,ENSG00000101182.16,PSMA7
ENSP00000359898.1,ENST00000370861.1,ENSG00000101182.16,PSMA7
ENSP00000359895.3,ENST00000370858.3,ENSG00000101182.16,PSMA7
ENSP00000333012.3,ENST00000331758.8,ENSG00000184402.15,SS18L1
ENSP00000398634.1,ENST00000450482.5,ENSG00000184402.15,SS18L1
ENSP00000359885.5,ENST00000370848.8,ENSG00000184402.15,SS18L1
ENSP00000434451.2,ENST00000492466.2,ENSG00000184402.15,SS18L1
ENSP00000359859.3,ENST00000370823.8,ENSG00000101181.19,MTG2
ENSP00000435214.1,ENST00000467101.5,ENSG00000101181.19,MTG2
ENSP00000414693.1,ENST00000448254.1,ENSG00000101181.19,MTG2
ENSP00000342560.5,ENST00000340177.10,ENSG00000101180.18,HRH3
ENSP00000321482.7,ENST00000317393.10,ENSG00000101180.18,HRH3
ENSP00000479702.1,ENST00000618509.4,ENSG00000130703.18,OSBPL2
ENSP00000478158.1,ENST00000622332.4,ENSG00000130703.18,OSBPL2
ENSP00000397602.2,ENST00000439951.6,ENSG00000130703.18,OSBPL2
ENSP00000495676.1,ENST00000644535.1,ENSG00000130703.18,OSBPL2
ENSP00000495661.1,ENST00000642957.1,ENSG00000130703.18,OSBPL2
ENSP00000316649.3,ENST00000313733.9,ENSG00000130703.18,OSBPL2
ENSP00000350755.2,ENST00000358053.3,ENSG00000130703.18,OSBPL2
ENSP00000495166.1,ENST00000645520.1,ENSG00000130703.18,OSBPL2
ENSP00000495393.1,ENST00000642932.1,ENSG00000130703.18,OSBPL2
ENSP00000494756.1,ENST00000642516.1,ENSG00000130703.18,OSBPL2
ENSP00000495955.1,ENST00000644775.1,ENSG00000130703.18,OSBPL2
ENSP00000493721.1,ENST00000643174.1,ENSG00000130703.18,OSBPL2
ENSP00000494921.1,ENST00000645442.1,ENSG00000130703.18,OSBPL2
ENSP00000494549.1,ENST00000643412.1,ENSG00000130703.18,OSBPL2
ENSP00000494692.1,ENST00000646834.1,ENSG00000130703.18,OSBPL2
ENSP00000495611.1,ENST00000646968.1,ENSG00000130703.18,OSBPL2
ENSP00000495812.1,ENST00000645426.1,ENSG00000130703.18,OSBPL2
ENSP00000494264.1,ENST00000644702.1,ENSG00000130703.18,OSBPL2
ENSP00000495359.1,ENST00000644189.1,ENSG00000130703.18,OSBPL2
ENSP00000495379.1,ENST00000643981.1,ENSG00000130703.18,OSBPL2
ENSP00000493570.1,ENST00000642714.1,ENSG00000130703.18,OSBPL2
ENSP00000415751.3,ENST00000448156.3,ENSG00000130703.18,OSBPL2
ENSP00000478877.1,ENST00000491935.5,ENSG00000130706.14,ADRM1
ENSP00000480756.1,ENST00000620230.4,ENSG00000130706.14,ADRM1
ENSP00000253003.2,ENST00000253003.7,ENSG00000130706.14,ADRM1
ENSP00000479008.1,ENST00000462554.2,ENSG00000130706.14,ADRM1
ENSP00000252999.3,ENST00000252999.7,ENSG00000130702.15,LAMA5
ENSP00000420069.1,ENST00000474128.1,ENSG00000130702.15,LAMA5
ENSP00000481814.1,ENST00000497053.2,ENSG00000130702.15,LAMA5
ENSP00000345957.3,ENST00000343986.9,ENSG00000171858.19,RPS21
ENSP00000359593.1,ENST00000370562.1,ENSG00000171858.19,RPS21
ENSP00000388332.2,ENST00000450116.6,ENSG00000171858.19,RPS21
ENSP00000359624.1,ENST00000370592.2,ENSG00000171858.19,RPS21
ENSP00000279101.5,ENST00000279101.10,ENSG00000149679.13,CABLES2
ENSP00000398535.1,ENST00000453274.1,ENSG00000149679.13,CABLES2
ENSP00000252998.1,ENST00000252998.2,ENSG00000130701.4,RBBP8NL
ENSP00000252997.2,ENST00000252997.3,ENSG00000130700.8,GATA5
ENSP00000217159.1,ENST00000217159.6,ENSG00000101187.17,SLCO4A1
ENSP00000434245.1,ENST00000497209.5,ENSG00000101187.17,SLCO4A1
ENSP00000359538.1,ENST00000370507.5,ENSG00000101187.17,SLCO4A1
ENSP00000414855.1,ENST00000451793.1,ENSG00000101187.17,SLCO4A1
ENSP00000359532.3,ENST00000370501.4,ENSG00000101188.5,NTSR1
ENSP00000359518.3,ENST00000370487.5,ENSG00000101189.8,MRGBP
ENSP00000290291.6,ENST00000290291.10,ENSG00000060491.18,OGFR
ENSP00000359491.1,ENST00000370461.5,ENSG00000060491.18,OGFR
ENSP00000395168.1,ENST00000450048.1,ENSG00000060491.18,OGFR
ENSP00000496793.1,ENST00000649368.1,ENSG00000092758.19,COL9A3
ENSP00000394280.1,ENST00000452372.2,ENSG00000092758.19,COL9A3
ENSP00000334294.3,ENST00000335351.8,ENSG00000101190.14,TCFL5
ENSP00000217162.5,ENST00000217162.5,ENSG00000101190.14,TCFL5
ENSP00000266070.4,ENST00000266070.8,ENSG00000101191.18,DIDO1
ENSP00000378752.1,ENST00000395343.6,ENSG00000101191.18,DIDO1
ENSP00000378749.1,ENST00000395340.5,ENSG00000101191.18,DIDO1
ENSP00000359397.4,ENST00000370371.8,ENSG00000101191.18,DIDO1
ENSP00000359394.1,ENST00000370368.5,ENSG00000101191.18,DIDO1
ENSP00000346692.4,ENST00000354665.8,ENSG00000101191.18,DIDO1
ENSP00000359391.1,ENST00000370366.1,ENSG00000101191.18,DIDO1
ENSP00000266069.3,ENST00000266069.5,ENSG00000101193.9,GID8
ENSP00000359374.3,ENST00000370349.7,ENSG00000101194.19,SLC17A9
ENSP00000359376.4,ENST00000370351.9,ENSG00000101194.19,SLC17A9
ENSP00000388215.1,ENST00000411611.1,ENSG00000101194.19,SLC17A9
ENSP00000480998.1,ENST00000612929.2,ENSG00000125533.6,BHLHE23
ENSP00000359371.2,ENST00000370346.2,ENSG00000125533.6,BHLHE23
ENSP00000359364.3,ENST00000370339.8,ENSG00000149658.19,YTHDF1
ENSP00000359359.4,ENST00000370334.4,ENSG00000149658.19,YTHDF1
ENSP00000345213.6,ENST00000342412.10,ENSG00000101197.13,BIRC7
ENSP00000217169.3,ENST00000217169.8,ENSG00000101197.13,BIRC7
ENSP00000378717.1,ENST00000395306.1,ENSG00000101197.13,BIRC7
ENSP00000359336.1,ENST00000370313.5,ENSG00000101198.15,NKAIN4
ENSP00000359340.3,ENST00000370316.8,ENSG00000101198.15,NKAIN4
ENSP00000359330.2,ENST00000370307.6,ENSG00000101198.15,NKAIN4
ENSP00000359341.3,ENST00000370317.3,ENSG00000101198.15,NKAIN4
ENSP00000443716.1,ENST00000519273.6,ENSG00000101199.14,ARFGAP1
ENSP00000430500.1,ENST00000519604.5,ENSG00000101199.14,ARFGAP1
ENSP00000428355.1,ENST00000523114.5,ENSG00000101199.14,ARFGAP1
ENSP00000449800.1,ENST00000547204.5,ENSG00000101199.14,ARFGAP1
ENSP00000447037.1,ENST00000549047.5,ENSG00000101199.14,ARFGAP1
ENSP00000429770.1,ENST00000523460.5,ENSG00000101199.14,ARFGAP1
ENSP00000359306.4,ENST00000370283.9,ENSG00000101199.14,ARFGAP1
ENSP00000427717.1,ENST00000520485.5,ENSG00000101199.14,ARFGAP1
ENSP00000359298.4,ENST00000370275.8,ENSG00000101199.14,ARFGAP1
ENSP00000429674.2,ENST00000518601.6,ENSG00000101199.14,ARFGAP1
ENSP00000314615.3,ENST00000353546.7,ENSG00000101199.14,ARFGAP1
ENSP00000430929.2,ENST00000522403.6,ENSG00000101199.14,ARFGAP1
ENSP00000449515.1,ENST00000550188.1,ENSG00000101199.14,ARFGAP1
ENSP00000449849.1,ENST00000549076.1,ENSG00000101199.14,ARFGAP1
ENSP00000351767.6,ENST00000358894.11,ENSG00000101203.18,COL20A1
ENSP00000414753.1,ENST00000422202.5,ENSG00000101203.18,COL20A1
ENSP00000410799.1,ENST00000415763.5,ENSG00000101203.18,COL20A1
ENSP00000406345.1,ENST00000455906.1,ENSG00000101203.18,COL20A1
ENSP00000359285.4,ENST00000370263.9,ENSG00000101204.18,CHRNA4
ENSP00000429513.1,ENST00000498043.6,ENSG00000101204.18,CHRNA4
ENSP00000486914.1,ENST00000627000.1,ENSG00000101204.18,CHRNA4
ENSP00000502096.1,ENST00000675470.1,ENSG00000101204.18,CHRNA4
ENSP00000352035.2,ENST00000359125.7,ENSG00000075043.22,KCNQ2
ENSP00000516702.1,ENST00000706989.1,ENSG00000075043.22,KCNQ2
ENSP00000486706.1,ENST00000626839.2,ENSG00000075043.22,KCNQ2
ENSP00000486040.1,ENST00000625514.2,ENSG00000075043.22,KCNQ2
ENSP00000487142.1,ENST00000629241.2,ENSG00000075043.22,KCNQ2
ENSP00000486194.1,ENST00000629676.2,ENSG00000075043.22,KCNQ2
ENSP00000359244.2,ENST00000370224.5,ENSG00000075043.22,KCNQ2
ENSP00000490734.1,ENST00000637193.1,ENSG00000075043.22,KCNQ2
ENSP00000349789.3,ENST00000357249.6,ENSG00000075043.22,KCNQ2
ENSP00000353668.3,ENST00000360480.7,ENSG00000075043.22,KCNQ2
ENSP00000339611.4,ENST00000344462.8,ENSG00000075043.22,KCNQ2
ENSP00000490142.1,ENST00000636614.1,ENSG00000075043.22,KCNQ2
ENSP00000345523.5,ENST00000344425.8,ENSG00000075043.22,KCNQ2
ENSP00000501859.1,ENST00000675519.1,ENSG00000101210.16,EEF1A2
ENSP00000217182.3,ENST00000217182.6,ENSG00000101210.16,EEF1A2
ENSP00000516668.1,ENST00000706948.1,ENSG00000101210.16,EEF1A2
ENSP00000516669.1,ENST00000706949.1,ENSG00000101210.16,EEF1A2
ENSP00000493767.1,ENST00000642899.1,ENSG00000101210.16,EEF1A2
ENSP00000494971.1,ENST00000645357.1,ENSG00000101210.16,EEF1A2
ENSP00000494752.1,ENST00000646335.1,ENSG00000101210.16,EEF1A2
ENSP00000359198.3,ENST00000370179.8,ENSG00000125534.12,PPDPF
ENSP00000442460.2,ENST00000542869.3,ENSG00000101213.8,PTK6
ENSP00000217185.3,ENST00000217185.3,ENSG00000101213.8,PTK6
ENSP00000217188.1,ENST00000217188.2,ENSG00000125508.4,SRMS
ENSP00000483577.1,ENST00000611891.1,ENSG00000125531.8,FNDC11
ENSP00000359116.3,ENST00000370098.4,ENSG00000125531.8,FNDC11
ENSP00000480914.1,ENST00000615526.1,ENSG00000125531.8,FNDC11
ENSP00000359115.1,ENST00000370097.2,ENSG00000125531.8,FNDC11
ENSP00000417401.1,ENST00000467148.2,ENSG00000130589.16,HELZ2
ENSP00000266068.1,ENST00000266068.5,ENSG00000101216.12,GMEB2
ENSP00000359094.1,ENST00000370077.2,ENSG00000101216.12,GMEB2
ENSP00000439840.1,ENST00000540534.5,ENSG00000197457.11,STMN3
ENSP00000359070.1,ENST00000370053.3,ENSG00000197457.11,STMN3
ENSP00000487795.1,ENST00000631920.1,ENSG00000197457.11,STMN3
ENSP00000487639.1,ENST00000632676.1,ENSG00000197457.11,STMN3
ENSP00000488604.1,ENST00000634126.1,ENSG00000197457.11,STMN3
ENSP00000359035.3,ENST00000370018.7,ENSG00000258366.13,RTEL1
ENSP00000496027.1,ENST00000469728.5,ENSG00000258366.13,RTEL1
ENSP00000513448.1,ENST00000692658.1,ENSG00000258366.13,RTEL1
ENSP00000513449.1,ENST00000684971.1,ENSG00000258366.13,RTEL1
ENSP00000353332.5,ENST00000360203.11,ENSG00000258366.13,RTEL1
ENSP00000424307.2,ENST00000508582.7,ENSG00000258366.13,RTEL1
ENSP00000322287.5,ENST00000318100.9,ENSG00000258366.13,RTEL1
ENSP00000457868.2,ENST00000482936.6,ENSG00000258366.13,RTEL1
ENSP00000349265.4,ENST00000356810.5,ENSG00000258366.13,RTEL1
ENSP00000494280.1,ENST00000646389.1,ENSG00000258366.13,RTEL1
ENSP00000513450.1,ENST00000687123.1,ENSG00000258366.13,RTEL1
ENSP00000425576.1,ENST00000496816.5,ENSG00000258366.13,RTEL1
ENSP00000457428.1,ENST00000492259.6,ENSG00000026036.23,RTEL1-TNFRSF6B
ENSP00000359013.1,ENST00000369996.3,ENSG00000243509.7,TNFRSF6B
ENSP00000484109.1,ENST00000612256.4,ENSG00000101246.21,ARFRP1
ENSP00000479940.1,ENST00000619493.4,ENSG00000101246.21,ARFRP1
ENSP00000483130.1,ENST00000614942.4,ENSG00000101246.21,ARFRP1
ENSP00000483486.1,ENST00000622789.5,ENSG00000101246.21,ARFRP1
ENSP00000479616.1,ENST00000618838.4,ENSG00000101246.21,ARFRP1
ENSP00000479058.1,ENST00000612157.4,ENSG00000101246.21,ARFRP1
ENSP00000481446.1,ENST00000618568.4,ENSG00000101246.21,ARFRP1
ENSP00000476756.1,ENST00000607873.1,ENSG00000101246.21,ARFRP1
ENSP00000391176.1,ENST00000448100.6,ENSG00000197114.13,ZGPAT
ENSP00000348242.6,ENST00000355969.11,ENSG00000197114.13,ZGPAT
ENSP00000349634.4,ENST00000357119.8,ENSG00000197114.13,ZGPAT
ENSP00000403966.1,ENST00000431125.1,ENSG00000197114.13,ZGPAT
ENSP00000358984.3,ENST00000369967.7,ENSG00000197114.13,ZGPAT
ENSP00000332013.5,ENST00000328969.5,ENSG00000197114.13,ZGPAT
ENSP00000476393.1,ENST00000490623.3,ENSG00000273154.3,ENSG00000273154
ENSP00000488802.1,ENST00000632538.1,ENSG00000273154.3,ENSG00000273154
ENSP00000477596.1,ENST00000496820.2,ENSG00000273154.3,ENSG00000273154
ENSP00000414506.1,ENST00000444951.5,ENSG00000203896.11,LIME1
ENSP00000482812.1,ENST00000487026.5,ENSG00000203896.11,LIME1
ENSP00000309521.3,ENST00000309546.8,ENSG00000203896.11,LIME1
ENSP00000477561.1,ENST00000480139.5,ENSG00000203896.11,LIME1
ENSP00000476772.1,ENST00000493265.2,ENSG00000203896.11,LIME1
ENSP00000478705.1,ENST00000476183.2,ENSG00000203896.11,LIME1
ENSP00000477118.1,ENST00000467211.1,ENSG00000273047.1,ENSG00000273047
ENSP00000266077.2,ENST00000266077.5,ENSG00000125520.15,SLC2A4RG
ENSP00000378536.1,ENST00000395104.5,ENSG00000130584.13,ZBTB46
ENSP00000245663.3,ENST00000245663.9,ENSG00000130584.13,ZBTB46
ENSP00000498245.1,ENST00000650966.1,ENSG00000130584.13,ZBTB46
ENSP00000358932.3,ENST00000369916.5,ENSG00000183260.7,ABHD16B
ENSP00000482370.1,ENST00000611972.4,ENSG00000101150.19,TPD52L2
ENSP00000482024.1,ENST00000615907.4,ENSG00000101150.19,TPD52L2
ENSP00000358943.2,ENST00000369927.8,ENSG00000101150.19,TPD52L2
ENSP00000343547.4,ENST00000346249.9,ENSG00000101150.19,TPD52L2
ENSP00000343554.5,ENST00000348257.9,ENSG00000101150.19,TPD52L2
ENSP00000344647.4,ENST00000352482.8,ENSG00000101150.19,TPD52L2
ENSP00000217121.5,ENST00000217121.9,ENSG00000101150.19,TPD52L2
ENSP00000340006.4,ENST00000351424.8,ENSG00000101150.19,TPD52L2
ENSP00000351350.4,ENST00000358548.4,ENSG00000101150.19,TPD52L2
ENSP00000354111.4,ENST00000360864.9,ENSG00000101152.13,DNAJC5
ENSP00000434744.1,ENST00000470551.1,ENSG00000101152.13,DNAJC5
ENSP00000515413.1,ENST00000703637.1,ENSG00000101152.13,DNAJC5
ENSP00000346155.6,ENST00000354216.11,ENSG00000198276.17,UCKL1
ENSP00000358924.5,ENST00000369908.9,ENSG00000198276.17,UCKL1
ENSP00000402994.1,ENST00000430743.1,ENSG00000198276.17,UCKL1
ENSP00000358904.1,ENST00000369888.6,ENSG00000196700.10,ZNF512B
ENSP00000358902.3,ENST00000369886.8,ENSG00000130590.14,SAMD10
ENSP00000404839.1,ENST00000450107.1,ENSG00000130590.14,SAMD10
ENSP00000266079.4,ENST00000266079.5,ENSG00000101161.9,PRPF6
ENSP00000489747.1,ENST00000636176.2,ENSG00000196421.9,C20orf204
ENSP00000490531.1,ENST00000463337.1,ENSG00000196421.9,C20orf204
ENSP00000341815.7,ENST00000340356.9,ENSG00000203883.7,SOX18
ENSP00000354552.2,ENST00000361317.6,ENSG00000171703.18,TCEA2
ENSP00000343515.5,ENST00000343484.10,ENSG00000171703.18,TCEA2
ENSP00000339432.4,ENST00000339217.8,ENSG00000171703.18,TCEA2
ENSP00000391807.1,ENST00000415602.5,ENSG00000171703.18,TCEA2
ENSP00000407085.1,ENST00000440819.5,ENSG00000171703.18,TCEA2
ENSP00000416026.1,ENST00000458442.1,ENSG00000171703.18,TCEA2
ENSP00000378483.1,ENST00000395042.2,ENSG00000171700.15,RGS19
ENSP00000333194.5,ENST00000332298.9,ENSG00000171700.15,RGS19
ENSP00000336843.2,ENST00000336866.7,ENSG00000125510.19,OPRL1
ENSP00000500894.2,ENST00000672146.3,ENSG00000125510.19,OPRL1
ENSP00000347848.4,ENST00000355631.8,ENSG00000125510.19,OPRL1
ENSP00000336764.3,ENST00000349451.3,ENSG00000125510.19,OPRL1
ENSP00000302763.4,ENST00000302096.5,ENSG00000171695.12,LKAAEAR1
ENSP00000310801.2,ENST00000308906.6,ENSG00000171695.12,LKAAEAR1
ENSP00000493561.2,ENST00000644172.2,ENSG00000196132.15,MYT1
ENSP00000499493.1,ENST00000659024.1,ENSG00000196132.15,MYT1
ENSP00000353269.4,ENST00000360149.9,ENSG00000196132.15,MYT1
ENSP00000327465.1,ENST00000328439.6,ENSG00000196132.15,MYT1
ENSP00000480510.1,ENST00000622439.4,ENSG00000196132.15,MYT1
ENSP00000442412.1,ENST00000536311.5,ENSG00000196132.15,MYT1
ENSP00000498616.1,ENST00000650655.1,ENSG00000196132.15,MYT1
ENSP00000508236.1,ENST00000684052.1,ENSG00000125522.4,NPBWR2
ENSP00000358783.1,ENST00000369768.1,ENSG00000125522.4,NPBWR2
ENSP00000299468.7,ENST00000299468.12,ENSG00000203880.14,PCMTD2
ENSP00000358773.3,ENST00000369758.8,ENSG00000203880.14,PCMTD2
ENSP00000307854.6,ENST00000308824.11,ENSG00000203880.14,PCMTD2
ENSP00000477398.1,ENST00000609372.1,ENSG00000203880.14,PCMTD2
ENSP00000476878.1,ENST00000610196.1,ENSG00000203880.14,PCMTD2
ENSP00000477252.1,ENST00000609764.1,ENSG00000203880.14,PCMTD2
ENSP00000477110.1,ENST00000610074.1,ENSG00000203880.14,PCMTD2
ENSP00000477240.1,ENST00000608844.1,ENSG00000203880.14,PCMTD2
ENSP00000476726.1,ENST00000609818.1,ENSG00000203880.14,PCMTD2
